speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory,region,year,country,temperature,precipitation,humidity,wind_speed,land_cover_type,habitat_loss_index,arrival_date,departure_date,migration_distance_km,route_complexity_score,stopover_count,avg_stopover_duration_days,migration_type,climate_zone
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2020-08-26,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2020,BR,32.72574563886694,1.7066564523587173,43.364230646075725,10.193517918587716,Grassland,0.23871468393506357,2020-02-17,2020-06-27,1267.7391007683086,0.389259786241102,6,3.2550558091118247,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2021-06-29,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2021,IN,17.471338495686904,2.743621445914472,50.05876161444397,7.062099309152094,Forest,0.6689001056186178,2021-02-25,2021-07-16,1008.1877129976434,0.5047385502151964,4,7.134647485237991,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L342269,Walden Ponds Wildlife Habitat--Walden & Sawhill Ponds all together,2023-05-24,54.0,40.044253,-105.1867721,True,False,False,S216513065,,US-CO,2023,BR,13.537676851425903,5.048053687984223,66.91815510505114,4.758334999104234,Forest,0.3985437143653825,2023-03-04,2023-08-18,978.8695511267719,0.8197931441705587,6,4.520963485372789,Long-distance,Temperate
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2021-05-15,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2021,US,32.31262459621573,0.41201886025559803,79.40175747875111,14.617427037431952,Grassland,0.06423524805742087,2021-02-21,2021-08-14,861.5799774928918,0.1580423197763735,6,5.474177231357915,Short-distance,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L40784920,"2015 Lake Tahoe Blvd, South Lake Tahoe US-CA 38.91463, -120.00405",2023-06-01,8.0,38.914625,-120.004051,True,False,True,S216286140,,US-CA,2023,US,30.061103141277123,0.18430872608623966,43.244963976920474,6.801903485116958,Grassland,0.6481680489795435,2023-03-31,2023-07-21,1407.1560402401205,0.9035391853604525,4,6.355087997665609,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L342269,Walden Ponds Wildlife Habitat--Walden & Sawhill Ponds all together,2022-06-04,54.0,40.044253,-105.1867721,True,False,False,S216513065,,US-CO,2022,ZA,29.965933133196984,0.5212473611855498,41.050457849318036,11.371972843260297,Wetlands,0.1646702625073051,2022-02-25,2022-08-03,1140.0384322768407,0.009544292582375213,5,9.493183779820448,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2024-04-04,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2024,BR,26.678391965737305,0.8293831594855063,69.16536240921023,4.285975919603609,Urban,0.9898921622398746,2024-03-04,2024-05-03,1008.5720034875437,0.2069531519486293,5,5.893267226276277,Altitudinal,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2022-07-22,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2022,IN,14.986973641001534,0.6123488844567935,71.53176474915402,9.260994156460455,Grassland,0.24468618812327259,2022-03-07,2022-07-01,722.2837463592066,0.9462329004445271,2,8.289505082376126,Short-distance,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2021-03-18,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2021,IN,25.40976485647482,1.7213718294452631,55.68515623785781,9.490442926966807,Urban,0.14938454677122792,2021-02-27,2021-05-04,1235.194462668249,0.3060152412145538,6,5.507015418465413,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2024-04-20,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2024,IN,22.982773882557872,0.9521403355631157,51.36305267798311,10.002266522363787,Wetlands,0.06947998488353191,2024-03-30,2024-08-25,921.8457898172874,0.35107623874323823,7,5.210491054345682,Short-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2021-05-18,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2021,BR,24.75026049512276,3.2533616741923064,71.43670075299966,8.703114462678009,Agricultural,0.6918185861250508,2021-03-01,2021-06-10,895.5528638321586,0.5572775633150104,3,6.055240373663272,Short-distance,Arid
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2024-06-18,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2024,ZA,23.044317975023777,2.644688281619881,74.58278259332707,4.460280856586749,Forest,0.8771549003711943,2024-03-07,2024-08-08,1200.8224644351449,0.4696288806423652,2,7.768422350252749,Long-distance,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L40784920,"2015 Lake Tahoe Blvd, South Lake Tahoe US-CA 38.91463, -120.00405",2024-06-27,8.0,38.914625,-120.004051,True,False,True,S216286140,,US-CA,2024,US,22.4329489373645,0.02506423837573457,61.085630876295824,7.67963246789971,Urban,0.27308145032131836,2024-02-25,2024-08-06,1017.4574883959816,0.6445788958808689,6,7.955257666677905,Altitudinal,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L1396692,George Freer Memorial Beach,2021-04-29,10.0,41.9102459,-73.9727658,True,False,False,S216505595,,US-NY,2021,ZA,28.357775474970794,1.3121276238032813,84.21717139856437,14.333236585165263,Urban,0.4068790626246709,2021-02-24,2021-07-05,908.0083185202676,0.3353742848795249,7,3.47492016810927,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2024-07-27,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2024,IN,20.80533950415153,3.5068829247029765,58.66765805159159,9.481462975557667,Grassland,0.31294561734835846,2024-03-31,2024-09-25,1028.4157762340913,0.31532535538014594,4,9.018255525084127,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2024-07-07,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2024,US,26.3480296005283,2.9847619720650655,55.48458555525946,10.088291775032657,Wetlands,0.46487093015434366,2024-02-19,2024-03-20,996.0411602854743,0.31256973352295714,5,2.3153921404679223,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2022-06-23,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2022,US,19.323359070230385,1.6075363542030279,47.8306407446325,5.950223086416181,Wetlands,0.6790371654224399,2022-03-05,2022-05-04,1143.1013581045133,0.051159514196271294,2,5.6851309618289285,Altitudinal,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2023-06-18,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2023,ZA,16.661897853087027,7.614714227136114,62.51751928903964,10.094474686785988,Forest,0.9282167956475944,2023-02-19,2023-04-22,1231.6906165207106,0.36166490253609496,7,7.5120336279497675,Long-distance,Arid
bushti,Bushtit,Psaltriparus minimus,L4753011,Big Bend NP--Chisos Basin Loop area,2020-05-19,1.0,29.2754569,-103.3053339,True,False,False,S216501111,,US-TX,2020,IN,16.649576168369236,6.434560635455442,53.73329348939527,11.049771145748178,Urban,0.6086875278828008,2020-03-17,2020-06-26,1212.6882042211091,0.3311657542220343,5,9.77799187095921,Altitudinal,Temperate
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2024-03-12,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2024,ZA,17.087563032308452,0.8497103653711408,73.8562131741282,10.095278369744353,Forest,0.06702807903752273,2024-03-06,2024-07-25,689.1795099778292,0.0588766030154122,3,4.244134483960765,Short-distance,Temperate
bawwar,Black-and-white Warbler,Mniotilta varia,L13738767,Buxton Woods Coastal Reserve,2024-08-14,,35.2536716,-75.5610888,True,False,False,S216499433,,US-NC,2024,US,22.357831186096963,2.2109776235901455,74.15571428615232,9.94631506897495,Grassland,0.43285110679567096,2024-03-08,2024-06-18,902.1567510411643,0.6424239735733059,7,2.6076854181419677,Altitudinal,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2020-07-21,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2020,BR,24.117995327967307,3.0022491145053785,80.13487026680107,14.197683850213478,Urban,0.7899482697670385,2020-03-08,2020-07-24,1060.0739277817622,0.9815544377230375,3,3.1353263887122136,Short-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2024-04-23,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2024,ZA,23.757241037707914,0.7223751494157624,88.3664055676735,7.369908743142121,Agricultural,0.1408851205703987,2024-02-16,2024-05-23,1271.5648987202817,0.7303729932442136,5,4.372588121078094,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2021-08-02,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2021,US,20.80525976566795,1.0584363441550784,86.64338450633166,17.49224537925956,Urban,0.7648478932199835,2021-03-30,2021-07-16,716.3677169943139,0.05295580045132453,7,9.199663812158313,Long-distance,Tropical
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2021-03-22,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2021,ZA,26.75153795986788,6.165138110623012,83.38615764025462,7.83936393697963,Urban,0.694965268818639,2021-03-14,2021-06-20,950.7187012729202,0.39560047485584826,4,5.96869026653123,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2020-06-09,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2020,BR,18.540459650593778,0.7118484924280537,56.68882985348989,13.18856107909965,Grassland,0.9987500343913169,2020-02-29,2020-05-16,946.3996703035548,0.44989585598809345,4,8.154043747358479,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2020-03-17,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2020,US,21.302051859224132,1.5218243215930378,73.76154187810187,12.319719959997277,Grassland,0.16167233555371152,2020-03-17,2020-06-13,1398.40045426513,0.6993971074657895,7,2.456457951414615,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2022-03-22,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2022,BR,19.738468403754617,0.5499340601818852,66.43536599420263,7.5934017758944625,Forest,0.058796016544637064,2022-03-11,2022-08-05,785.958274311597,0.05055570953738975,5,8.2497417616453,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2023-06-28,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2023,US,22.143724114674086,1.8196115363713556,54.48639918691073,10.147984497384531,Forest,0.206513164929784,2023-03-24,2023-09-02,1430.2112993564751,0.4391044474069674,5,6.875455583998017,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2022-08-04,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2022,US,31.694644995291423,1.816418215391617,77.02547606091593,4.82268662556228,Urban,0.07171052088493268,2022-02-22,2022-06-03,331.262231182694,0.8145787260026688,3,1.4849816358444756,Altitudinal,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2022-07-16,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2022,IN,18.782408848099287,0.0872127650388213,60.323135897603606,16.42902116375473,Grassland,0.3275472709384929,2022-03-02,2022-08-17,1435.915329591178,0.20666100723071557,6,5.885298060832985,Short-distance,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2024-06-18,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2024,IN,15.101909176055347,0.5982266943188206,82.08077298789075,14.059207480499222,Agricultural,0.7340640350231079,2024-02-23,2024-05-13,1118.8858932226942,0.7312516574367022,6,9.235899168470764,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2024-06-27,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2024,IN,22.073440973645987,0.8254096338551116,82.6642399283601,11.371639191077541,Grassland,0.41341657517390873,2024-03-10,2024-05-10,985.9584773839093,0.3435904217333049,7,1.1888648358065623,Long-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L13733170,"751 NE 160th Ave, Williston US-FL 29.34111, -82.50304",2022-06-02,1.0,29.341115,-82.503038,True,False,True,S216508098,,US-FL,2022,US,17.7473977289535,1.4922999222389217,80.89110367830953,10.577954597944075,Agricultural,0.987982644420261,2022-03-08,2022-06-04,1078.5503836315356,0.7443049656751953,2,7.55983263787447,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2022-07-19,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2022,BR,23.06989955367111,1.0174850117096579,75.33020644971089,4.661803208478338,Urban,0.6934669059640272,2022-03-04,2022-08-05,957.3604496152207,0.7179305248344978,2,5.344390416152276,Altitudinal,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2024-04-15,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2024,BR,24.423664086472375,1.1877669665288957,49.88451515572438,6.703251235815419,Grassland,0.6597315322607571,2024-03-17,2024-05-15,1409.8198442987655,0.4256534478156052,6,1.6016249783590846,Long-distance,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2023-06-11,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2023,IN,25.93542301871226,1.0414836475549698,72.4373556947509,11.620863832107085,Wetlands,0.6221669241736077,2023-02-25,2023-07-17,814.8557093141662,0.8349341485264097,1,5.088409688823603,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2023-07-18,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2023,ZA,20.164860804583387,0.04913044252302155,45.116608976703155,7.233433283705118,Grassland,0.5991756352105778,2023-02-27,2023-04-01,955.2128164770328,0.7030635376375156,2,6.483145200147301,Long-distance,Temperate
bawwar,Black-and-white Warbler,Mniotilta varia,L1357335,Huntington Central Park--East,2024-03-07,1.0,33.7040978,-118.0022383,True,True,False,S216374110,,US-CA,2024,IN,30.988432634247612,5.999871546110227,71.30273544904006,12.173775336169367,Urban,0.9494954317391617,2024-03-21,2024-09-13,1261.572102988514,0.8869862935068581,2,5.3302992381637795,Short-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2023-03-07,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2023,BR,18.641883160309742,0.9798636183154239,72.77549859230564,6.0862316685985824,Urban,0.6340505083067194,2023-03-26,2023-07-08,1079.0102285508135,0.3242341263740829,7,4.94290619911944,Short-distance,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2023-07-06,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2023,ZA,24.310517371316354,0.7533788391915291,59.666033519259436,8.96455935658592,Wetlands,0.2138388894952643,2023-02-17,2023-05-09,871.103492611064,0.14521168671467055,4,3.0716315098413194,Altitudinal,Temperate
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2024-06-01,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2024,BR,17.958508573224243,12.570928616047128,51.34892697357605,8.938942721298982,Urban,0.6466727531599051,2024-02-19,2024-04-25,769.6160016684898,0.885440848510793,6,6.60423918357978,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2021-07-29,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2021,US,23.6438120515174,1.4329053352340033,48.325177352475755,12.096447010841429,Wetlands,0.17265740109758976,2021-03-29,2021-09-13,759.0808849784669,0.6097114892418671,2,7.3159819343879775,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L342269,Walden Ponds Wildlife Habitat--Walden & Sawhill Ponds all together,2024-04-14,54.0,40.044253,-105.1867721,True,False,False,S216513065,,US-CO,2024,BR,18.77440122697438,0.9457489154662682,83.77443251979483,11.24751050885818,Urban,0.20246754209575002,2024-03-17,2024-09-07,668.0210827700218,0.6246355586881762,7,8.19355426900885,Short-distance,Arid
bawwar,Black-and-white Warbler,Mniotilta varia,L1357335,Huntington Central Park--East,2023-06-04,1.0,33.7040978,-118.0022383,True,True,False,S216374110,,US-CA,2023,US,16.878061793328552,3.070084657384059,82.69714410709264,6.42877679297653,Agricultural,0.6683607021173941,2023-03-18,2023-08-27,1040.2039481242293,0.37441917690229676,2,5.17802649570279,Short-distance,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2020-07-08,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2020,BR,22.37902279096863,1.208447008718755,50.204383057788014,8.76692519049048,Wetlands,0.9243163550074291,2020-03-27,2020-05-16,764.5061102668399,0.16287222816434788,7,1.3035709671194708,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2023-04-18,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2023,US,22.190017390841,6.608743601621342,72.36710671865455,9.816707475982396,Grassland,0.623431793443361,2023-03-23,2023-05-10,1315.2892165499097,0.9238344364233642,4,8.596708609440114,Long-distance,Arid
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2021-05-22,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2021,US,16.688032359265602,2.0791955035579686,79.13728371256934,2.9486324421269163,Agricultural,0.53712074828674,2021-03-15,2021-07-25,972.9014244253522,0.8054816933119101,1,7.489585965725986,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2021-03-01,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2021,IN,23.252464251729382,4.461546392012993,46.91857973602783,7.723087903289965,Grassland,0.9495374371136518,2021-02-28,2021-06-04,971.4029655729046,0.3871869764138588,2,2.712158954279191,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2024-06-15,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2024,IN,26.48419657932766,2.7817465579705263,63.28627888337488,9.845373374177045,Wetlands,0.40402010286281353,2024-03-15,2024-04-23,1508.3876825530867,0.28333713927531035,3,9.987885267479898,Altitudinal,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2022-03-22,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2022,US,22.435235341190857,1.421158231678548,87.25120322902845,10.923497117541654,Wetlands,0.21999112689693068,2022-03-04,2022-05-26,1391.3643954441702,0.6176380505435449,2,5.564923135102808,Short-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L1357335,Huntington Central Park--East,2021-08-27,1.0,33.7040978,-118.0022383,True,True,False,S216374110,,US-CA,2021,ZA,11.803839111199498,10.545495473819436,41.963252582433014,14.620971939459658,Wetlands,0.9419744321435902,2021-03-27,2021-08-26,534.923500854217,0.4771776091112029,3,3.668809864193312,Short-distance,Arid
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2022-04-30,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2022,ZA,27.53540334643486,1.3142526253106976,81.814565655123,8.420334600589895,Urban,0.9778959877861265,2022-03-06,2022-06-26,903.0745809417529,0.6562334322936318,4,2.8608927349033055,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2023-06-17,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2023,ZA,19.354736613268525,1.5656118743212384,89.45626595543666,9.329582484289183,Urban,0.38916461651348,2023-02-26,2023-08-05,733.4972098642728,0.8429045586137929,2,9.819462147152013,Altitudinal,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2024-06-29,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2024,IN,16.47147665757032,1.2255816025763555,78.09671878715486,6.529175808311586,Grassland,0.8019203922559827,2024-03-13,2024-06-21,1188.0437881734356,0.4691259078935094,3,1.7330879326096036,Short-distance,Arid
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2023-04-14,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2023,BR,18.23131917821255,10.97149636285554,89.78672260256616,10.653407019246178,Wetlands,0.9321617192136323,2023-02-21,2023-06-27,1003.4962713497491,0.8805305256528292,3,4.459327081609116,Long-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L13733170,"751 NE 160th Ave, Williston US-FL 29.34111, -82.50304",2024-07-21,1.0,29.341115,-82.503038,True,False,True,S216508098,,US-FL,2024,BR,32.28103564970161,0.9502700262861054,54.457516722707545,14.782533868612036,Agricultural,0.7628554778963716,2024-03-29,2024-07-27,741.4051310284856,0.08182332708871698,4,8.920564283783385,Short-distance,Arid
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2024-04-29,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2024,ZA,22.33495358612436,2.755720047635259,53.487123293688356,8.502583145588904,Forest,0.7408093647327442,2024-02-17,2024-07-08,1491.9791969069086,0.36333282567265845,5,1.1728947976616335,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2024-04-07,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2024,BR,25.57000247046046,9.49528021319027,86.44039803439426,8.315986010673383,Wetlands,0.15288711564799817,2024-02-16,2024-05-16,1549.4132172337727,0.4346945143083677,1,1.462249657294434,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1396692,George Freer Memorial Beach,2021-04-09,10.0,41.9102459,-73.9727658,True,False,False,S216505595,,US-NY,2021,BR,28.781200142854114,4.051670538933313,45.45068078204643,7.213623755642624,Agricultural,0.005803768842941093,2021-02-28,2021-04-10,1141.6524308687217,0.37504129449490187,2,4.779872186103551,Long-distance,Tropical
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2024-08-15,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2024,BR,24.47840943986302,2.087105189687858,45.28251727244653,12.22546688317038,Wetlands,0.7899120017028454,2024-03-14,2024-06-22,962.219969956145,0.13551060249483893,7,3.5360694694410277,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2022-08-11,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2022,BR,14.42404468900724,1.0096016788551414,73.34637237293404,7.7785296810035245,Forest,0.7955802497943266,2022-02-25,2022-06-12,1245.6089616482022,0.6943854525115413,3,6.457107749361506,Altitudinal,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2023-03-10,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2023,ZA,19.491214782077318,0.547995967113627,83.07090230477587,11.963293081316863,Urban,0.3408765395839365,2023-03-28,2023-04-27,898.615969879313,0.2728170787634203,3,7.3621081150814875,Altitudinal,Tropical
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2024-06-17,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2024,US,22.542798528882617,2.448478908191744,71.42519500417839,9.106399585129417,Agricultural,0.6798728739471749,2024-03-26,2024-07-20,1207.5804877056573,0.26518723977117786,1,5.185018117240236,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2023-07-18,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2023,US,15.878508818553172,0.17505050856413767,52.65994535064051,9.324212072525938,Agricultural,0.8794173102643961,2023-03-06,2023-06-25,914.3737491167592,0.3685200922260389,3,1.1639262783878013,Short-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2022-08-25,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2022,ZA,22.032111349054688,0.8259584741348595,66.47668075112287,6.540747004780653,Grassland,0.4758925108294907,2022-02-23,2022-08-01,1197.2810669786627,0.738260680749041,1,1.654228053269168,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2022-07-07,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2022,US,26.11030079997245,0.004063628083043444,65.64373711526339,10.59518055153246,Forest,0.44972541059210613,2022-03-07,2022-04-17,1024.621991883919,0.23945481408550195,2,1.648239991573027,Short-distance,Subtropical
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2024-06-24,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2024,IN,20.135834239541165,1.341086375686781,45.05828098065516,9.875584666002556,Forest,0.2333954517284067,2024-02-21,2024-05-20,1095.5849920598378,0.25625361419433546,2,6.561988556472904,Long-distance,Tropical
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2021-06-13,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2021,ZA,15.08600134517832,1.2763491867954613,66.43283019946378,9.866915633465315,Grassland,0.3837739303556238,2021-02-17,2021-04-11,1386.3668206637626,0.732642242442521,5,4.8368770012388325,Altitudinal,Subtropical
bawwar,Black-and-white Warbler,Mniotilta varia,L1357335,Huntington Central Park--East,2021-06-08,1.0,33.7040978,-118.0022383,True,True,False,S216374110,,US-CA,2021,BR,17.920948575172808,0.0716333502465495,86.03457003893098,4.759312925963336,Wetlands,0.08077921387434361,2021-03-13,2021-07-12,984.1297528610509,0.3803441712495391,7,8.835980298568803,Long-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L13738767,Buxton Woods Coastal Reserve,2021-08-17,,35.2536716,-75.5610888,True,False,False,S216499433,,US-NC,2021,US,20.326123339467294,3.4389206230693077,45.81658635666306,12.67017319742638,Forest,0.4669994195332202,2021-03-23,2021-08-05,1268.3661221575087,0.8597038882047439,1,3.1588665313244637,Altitudinal,Arid
